fbref_name,fpl_name,fuzzy_score,total_points,review,duplicated,missing_matchlogs
,Morgan Rogers,,35.0,1.0,,1.0
,Moses Makasi,,0.0,,,
,Moses Odubajo,,0.0,,,
,Mouez Hassen,,0.0,,,
,Moussa Diaby,,135.0,1.0,,1.0
,Muhamed Besic,,2.0,1.0,,1.0
,Murillo Santiago Costa dos Santos,,55.0,1.0,,1.0
,Myles Lewis-Skelly,,0.0,,,
,Myles Peart-Harris,,3.0,1.0,,1.0
,Nathan Bishop,,0.0,,,
,Nathan Butler-Oyedeji,,0.0,,,
,Nathan Fraser,,7.0,1.0,,1.0
,Nathan Trott,,0.0,,,
,Nico O'Reilly,,0.0,,,
,Nicolas Jackson,,133.0,1.0,,1.0
,Nicolás Domínguez,,67.0,1.0,,1.0
,Nicolò Zaniolo,,33.0,1.0,,1.0
,Nigel Lonwijk,,0.0,,,
,Niki Mäenpää,,0.0,,,
,Nikola Tavares,,0.0,,,
,Nikola Vlasic,,48.0,1.0,,1.0
,Nile John,,0.0,,,
,Nnamdi Ofoborh,,0.0,,,
,Noha Lemina,,0.0,,,
,Nohan Kenneh,,-1.0,,,
,Noor Husin,,0.0,,,
,Norberto Bercique Gomes Betuncal,,49.0,1.0,,1.0
,Nya Kirby,,0.0,,,
,Odysseas Vlachodimos,,12.0,1.0,,1.0
,Oliver Arblaster,,16.0,1.0,,1.0
,Oliver Casey,,0.0,,,
,Oliver Hammond,,0.0,,,
,Oliver Scarles,,0.0,,,
,Oliwier Zych,,0.0,,,
,Ollie Harrison,,0.0,,,
,Olu Aina,,44.0,1.0,,1.0
,Olufela Olomola,,0.0,,,
,Oluwasemilogo Adesewo Ibidapo Ajayi,,51.0,1.0,,1.0
,Oluwaseyi Ojo,,0.0,,,
,Oluwatosin Adarabioyo,,0.0,,,
,Omar Bogle,,0.0,,,
,Omar Richards,,0.0,,,
,Omari Forson,,6.0,1.0,,1.0
,Omari Kellyman,,1.0,1.0,,1.0
,Oscar dos Santos Emboaba Junior,,17.0,1.0,,1.0
,Owen Beck,,1.0,1.0,,1.0
,Owen Dodgson,,0.0,,,
,Owen Goodman,,0.0,,,
,Owen Hampson,,0.0,,,
,Owen Hesketh,,0.0,,,
,Pablo Fornals Malla,,90.0,1.0,,1.0
,Pablo Maffeo,,0.0,,,
,Pablo Marí Villar,,0.0,,,
,Panagiotis Retsos,,0.0,,,
,Paris Maghoma,,0.0,,,
,Patrik Gunnarsson,,0.0,,,
,Pau López Sabata,,0.0,,,
,Pau Torres,,84.0,1.0,,1.0
,Paulo Gazzaniga Farias,,0.0,,,
,Pedro Chirivella,,0.0,,,
,Pelenda Joshua Dasilva,,7.0,1.0,,1.0
,Pelly Ruddock Mpanzu,,34.0,1.0,,1.0
,Philip Heise,,0.0,,,
,Philip Zinckernagel,,0.0,,,
,Philippe Coutinho Correia,,117.0,1.0,,1.0
,Philippe Sandler,,0.0,,,
,Pierluigi Gollini,,0.0,,,
,Pierre Ekwah,,0.0,,,
,Pontus Dahlberg,,0.0,,,
,Radek Vítek,,0.0,,,
,Radu Dragusin,,6.0,1.0,,1.0
,Rafa Mir,,0.0,,,
,Raphael Spiegel,,0.0,,,
,Rasmus Højlund,,97.0,1.0,,1.0
,Rayan Ait Nouri,,141.0,1.0,,1.0
,Rayhaan Tulloch,,0.0,,,
,Reece Burke,,40.0,1.0,,1.0
,Reece Hannam,,0.0,,,
,Reece Welch,,0.0,,,
,Remi Matthews,,1.0,1.0,,1.0
,Rene Gilmartin,,0.0,,,
,Reuell Walters,,0.0,,,
,Rhu-endly Martina,,0.0,,,
,Rhys Bennett,,0.0,,,
,Rhys Norrington-Davies,,2.0,1.0,,1.0
,Richard Nartey,,0.0,,,
,Richard Stearman,,0.0,,,
,Richie Laryea,,0.0,,,
,Ritchie de Laet,,0.0,,,
,Robert Green,,0.0,,,
,Robert Street,,0.0,,,
,Roderick Jefferson Gonçalves Miranda,,0.0,,,
,Rodrigo Duarte Ribeiro,,3.0,1.0,,1.0
,Rodrigo Muniz Carvalho,,94.0,1.0,,1.0
,Romain Faivre,,4.0,1.0,,1.0
,Romaine Mundle,,0.0,,,
,Romelu Lukaku Bolingoli,,0.0,,,
,Romeo Lavia,,0.0,,,
,Ronnie Stutter,,0.0,,,
,Roshaun Mathurin,,0.0,,,
,Rouwen Hennings,,0.0,,,
,Rui Pedro da Rocha Fonte,,0.0,,,
,Ryan Alebiosu,,0.0,,,
,Ryan Astley,,0.0,,,
,Ryan Finnigan,,0.0,,,
,Ryan Giles,,11.0,1.0,,1.0
,Ryan Gravenberch,,43.0,1.0,,1.0
,Ryan Inniss,,0.0,,,
,Ryan John Giles,,0.0,,,
,Ryan Oné,,1.0,1.0,,1.0
,Ryan Schofield,,0.0,,,
,Ryan Trevitt,,0.0,,,
,Salah-Eddine Oulad M'hand,,0.0,,,
,Sam Curtis,,0.0,,,
,Sam Hughes,,0.0,,,
,Sam Proctor,,0.0,,,
,Sam Waller,,0.0,,,
,Sam Woods,,0.0,,,
,Sammy Braybrooke,,0.0,,,
,Samuel Bastien,,0.0,,,
,Samuel Shashoua,,0.0,,,
,Samy Chouchane,,0.0,,,
,Sandro Tonali,,16.0,1.0,,1.0
,Santiago Bueno,,12.0,1.0,,1.0
,Sasa Lukic,,15.0,1.0,,1.0
,Scott Banks,,0.0,,,
,Scott Twine,,0.0,,,
,Sead Haksabanovic,,0.0,,,
,Sean McAllister,,0.0,,,
,Sean Scannell,,0.0,,,
,Sebastian Revan,,0.0,,,
,Sepp van den Berg,,0.0,,,
,Serge Gnabry,,0.0,,,
,Sergi Canós Tenés,,5.0,1.0,,1.0
,Shane Flynn,,0.0,,,
,Shaqai Forde,,0.0,,,
,Shaun MacDonald,,0.0,,,
,Siem de Jong,,0.0,,,
,Sil Swinkels,,0.0,,,
,Simon Adingra,,91.0,1.0,,1.0
,Sofyan Amrabat,,21.0,1.0,,1.0
,Solomon March,,336.0,1.0,,1.0
,Stanley Mills,,0.0,,,
,Stefan Parkes,,0.0,,,
,Stephen Henderson,,0.0,,,
,Steve Sidwell,,0.0,,,
,Steven Benda,,0.0,,,
,Steven Berghuis,,0.0,,,
,Stipe Perica,,0.0,,,
,Stuart Taylor,,0.0,,,
,Sydie Peck,,1.0,1.0,,1.0
,Sylvester Jasper,,0.0,,,
,Sébastien Pocognoli,,0.0,,,
,Takuma Asano,,0.0,,,
,Tanguy Ndombélé Alvaro,,0.0,,,
,Tashan Oakley-Boothe,,0.0,,,
,Tawanda Chirewa,,8.0,1.0,,1.0
,Tawanda Maswanhise,,0.0,,,
,Taylan Harris,,0.0,,,
,Taylor Gardner-Hickman,,0.0,,,
,Taylor Harwood-Bellis,,0.0,,,
,Taylor Perry,,0.0,,,
,Tayo Adaramola,,0.0,,,
,Ted Curd,,0.0,,,
,Teddy Jenks,,0.0,,,
,Teddy Sharman-Lowe,,0.0,,,
,Teden Mengi,,40.0,1.0,,1.0
,Temple Ojinnaka,,0.0,,,
,Tendayi Darikwa,,0.0,,,
,Terry Ablade,,0.0,,,
,Thanawat Suengchitthawon,,0.0,,,
,Thibaud Verlinden,,0.0,,,
,Thierry Small,,0.0,,,
,Thomas Allan,,0.0,,,
,Thomas Dickson-Peters,,0.0,,,
,Thomas Kaminski,,84.0,1.0,,1.0
,Thomas McGill,,0.0,,,
,Thomas Robson,,0.0,,,
,Thomas Strakosha,,4.0,1.0,,1.0
,Tiago Çukur,,0.0,,,
,Timothy Eyoma,,0.0,,,
,Tino Livramento,,125.0,1.0,,1.0
,Tobi Omole,,0.0,,,
,Toby Collyer,,0.0,,,
,Toby King,,0.0,,,
,Tokelo Rantie,,0.0,,,
,Tom King,,0.0,,,
,Tom Lockyer,,23.0,1.0,,1.0
,Tom McGill,,0.0,,,
,Tommi O'Reilly,,0.0,,,
,Tommie Hoban,,0.0,,,
,Travis Hernes,,0.0,,,
,Travis Patterson,,0.0,,,
,Treymaurice Nyoni,,0.0,,,
,Tristan Crama,,0.0,,,
,Tudor Baluta,,0.0,,,
,Ty Barnett,,0.0,,,
,Tyias Browning,,0.0,,,
,Tyler Dibling,,0.0,,,
,Tyreece John-Jules,,0.0,,,
,Tyrique George,,0.0,,,
,Valentín Barco,,2.0,1.0,,1.0
,Valintino Adedokun,,0.0,,,
,Victor da Silva,,54.0,1.0,,1.0
,Viktor Gyokeres,,0.0,,,
,Viljami Sinisalo,,0.0,,,
,Vincent Angelini,,0.0,,,
,Vini de Souza Costa,,70.0,1.0,,1.0
,Vladimir Coufal,,256.0,1.0,,1.0
,Vontae Daley-Campbell,,0.0,,,
,Wanya Marçal-Madivadua,,0.0,,,
,Wataru Endo,,43.0,1.0,,1.0
,Wes Foderingham,,63.0,1.0,,1.0
,Wesley Moraes Ferreira da Silva,,0.0,,,
,Wesley Okoduwa,,0.0,,,
,Will Dennis,,0.0,,,
,Will Ferry,,0.0,,,
,Will Smallbone,,0.0,,,
,William Osula,,25.0,1.0,,1.0
,Willian Borges da Silva,,209.0,1.0,,1.0
,Willy Kambwala,,4.0,1.0,,1.0
,Wilson Odobert,,78.0,1.0,,1.0
,Xande Nascimento da Costa Silva,,0.0,,,
,Yago de Santiago Alonso,,0.0,,,
,Yasser Larouci,,9.0,1.0,,1.0
,Yaya Sanogo,,0.0,,,
,Yegor Yarmoliuk,,31.0,1.0,,1.0
,Yegor Yarmolyuk,,0.0,,,
,Yerson Mosquera,,0.0,,,
,Yerson Mosquera Valdelamar,,0.0,,,
,Yoan Gouffran,,0.0,,,
,Youssef Ramalho Chermiti,,14.0,1.0,,1.0
,Zach Awe,,0.0,,,
,Zachary Dearnley,,0.0,,,
,Zack Nelson,,2.0,1.0,,1.0
,Zak Brunt,,0.0,,,
,Zak Sturge,,0.0,,,
,Zak Swanson,,0.0,,,
,Zech Medley,,0.0,,,
,Zeki Amdouni,,82.0,1.0,,1.0
,Zeze Steven Sessegnon,,0.0,,,
,Zidane Iqbal,,0.0,,,
,Álvaro Fernández Carreras,,0.0,,,
,Ângelo Gabriel Borges Damaceno,,0.0,,,
,Đorđe Petrović,,65.0,1.0,,1.0
